user_id,window_start,window_end,click_count
U9296,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U2584,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U7937,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U2353,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U5324,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U8693,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U2852,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U5396,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U9693,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U7211,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4111,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U7322,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U3887,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U8106,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U8657,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U2219,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U2398,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U8001,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U1619,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U7077,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U6216,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4018,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U675,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U9882,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U1618,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U5405,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U8849,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U8593,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U8231,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7615,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7237,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U9445,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U8756,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U7614,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U3623,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U898,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U3333,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U7176,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U9687,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U3680,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U8148,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U9858,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U6153,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U4360,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7015,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U6103,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U2575,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U1243,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7526,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U3712,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U3770,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U2470,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U6355,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U8324,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U3803,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U9138,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U1022,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7003,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U68,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U3536,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U1045,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U1046,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4694,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U693,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U2699,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U565,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U3299,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U9120,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U7558,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U7688,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U4339,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U464,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4363,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7801,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U7875,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U5084,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U9769,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U6476,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U2531,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U5357,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U4145,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U7181,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U6801,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U5320,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U8017,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U5164,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U5555,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U7833,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U6382,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U6032,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U3178,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U9942,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U7985,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U81,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U6548,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U6863,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U3760,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U7417,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U6784,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U3955,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U6952,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,15
U7473,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U1623,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4816,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U5166,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U952,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,15
U2548,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U4870,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,15
U2388,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,15
U3303,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U5463,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U1318,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,15
U2201,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U8811,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5576,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U6829,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U3829,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U711,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U11,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U6037,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U2668,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U7200,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U8204,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5169,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U291,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U4344,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U8984,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U1609,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U4776,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U332,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U884,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U999,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U1140,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U1301,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U7043,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U6239,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U5889,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U921,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U3448,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U334,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U1912,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U4430,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U7454,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U6075,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5590,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U4063,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5470,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U1149,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U3046,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U6678,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U1366,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U5024,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U6629,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U3767,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U5963,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9758,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U7545,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U6758,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U6673,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U1359,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U8162,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U558,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U5714,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U9474,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U824,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U1099,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U7255,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U270,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9412,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U4059,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U3113,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U7171,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U6533,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U6263,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U6525,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U7927,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U2678,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U2185,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U859,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9251,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U3303,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U7815,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U9602,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U4009,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U6724,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U5548,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U2851,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5091,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U5562,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U8991,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9667,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U3330,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U8396,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U7525,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U7715,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U5472,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U4240,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U2512,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U6965,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9666,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U2571,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U7943,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U1587,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U7446,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U4182,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U9442,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U2226,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U6733,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U8854,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U679,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U3461,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U2449,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U3551,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U5316,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U7817,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U3941,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U1356,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U6895,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U329,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U1231,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U965,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U5957,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U1372,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U2058,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U6176,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U4478,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U9324,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U2268,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U896,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U4748,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U7712,2025-01-01T01:04:00.000-08:00,2025-01-01T01:05:00.000-08:00,14
U2806,2025-01-01T01:03:00.000-08:00,2025-01-01T01:04:00.000-08:00,14
U5001,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
U8565,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U3112,2025-01-01T01:01:00.000-08:00,2025-01-01T01:02:00.000-08:00,14
U6215,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U6088,2025-01-01T01:02:00.000-08:00,2025-01-01T01:03:00.000-08:00,14
U8151,2025-01-01T01:00:00.000-08:00,2025-01-01T01:01:00.000-08:00,14
